Grain #,,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
54,,109.75,11.821084554079,62.4045886520283,15.4671892117797,9.43649834469574,44.8345237791561,[94 86 69],[206.71070615 203.94077449 185.80182232],[255 251 238]
55,,25.75,5.72589890558072,-71.1216296115109,7.76181261025804,4.90395064873747,22.6066017177982,[148 119 114],[238.51456311 224.83495146 215.4368932 ],[255 255 248]
56,,43,7.39927702033192,-26.8936144019745,13.4575542769235,4.53012192464859,32.1954364826301,[96 62 49],[239.94767442 227.9127907  216.54651163],[255 255 245]
57,,74.5,9.73942226637544,-18.6525032715712,11.09699811712,9.13661731607396,36.920310216783,[27 14  2],[208.89261745 214.05369128 195.0704698 ],[255 255 239]
58,,18.25,4.82043791490117,7.48816394500608,8.62792440230803,3.24468147140806,19.9852813742386,[51  0  0],[217.5890411  214.39726027 202.67123288],[255 255 245]
59,,88,10.5851348568025,-86.3478532158299,12.9742837598325,9.58204357430303,39.7279220613579,[46 19  5],[242.27272727 229.55681818 214.94034091],[255 255 245]
60,,62.25,8.90276146258923,-87.348630039844,10.9517977174294,8.23129371209316,32.556349186104,[46 12  0],[235.49799197 225.62650602 213.23293173],[255 255 245]
61,,75,9.7720502380584,75.2843422824798,14.0054736311388,7.52696467750214,38.4527957955108,[54 50 32],[238.04333333 229.65       213.71      ],[255 255 245]
62,,18.25,4.82043791490117,-83.7587900079946,8.73514045027744,2.97329785704839,19.9675144212722,[62  0  0],[231.95890411 213.8630137  200.82191781],[255 255 238]
63,,12.5,3.98942280401433,-84.2262493884725,6.91682062812203,3.00492801883598,16.2426406871193,[145 138 135],[222.2  221.66 208.68],[255 255 244]
64,,10,3.56824823230554,87.2767357729611,7.02426950772608,1.94284273239744,14.2426406871193,[106  70  62],[237.175 225.1   212.025],[255 255 245]
65,,13.25,4.10736216661508,77.2743324055628,6.89088588199762,2.85751450783654,15.4319805153395,[186 177 163],[226.09433962 218.94339623 203.96226415],[255 251 237]
66,,12.75,4.0291195310357,76.5582195568421,6.64200913614463,2.59990992706195,15.1568542494924,[162 133 119],[217.49019608 210.68627451 193.68627451],[255 251 233]
